OBJECTID,COD_PREDIO,HOJA,OBSERVACIO,NUM_PREDIO,ORIGEN,DATUM,CALCULO,ID_DIST,COD_PROY,COD_PRED_1,FECHA_TRAN,USER_TRANS,ID_PLANO,AREA_HA,PERIMETRO,CENTROID_E,CENTROID_N,ANOMALIA,CODIGO_PRE,COD_UT,ID_OFICINA,ACTIVO,OVERLAP,TIPO_PROCE,PROCEDENCI,Shape_Length,Shape_Area
1,9_4808645_034264,9_4808645, ,"034264",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.3541,436.76,484143,8646225,1,0, ,0, ,0,0,W,436.7629290512,3540.59478061844
2,9_4708635_034924,9_4708635, ,"034924",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,5.0131,1195.63,474465,8639394,1,0, ,0, ,0,0,W,1195.62716959092,50131.4403455
3,9_4808600_131610,9_4808600, ,"131610",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.4535,500.21,481831,8601177,1,0, ,0, ,0,0,W,500.210708616019,14534.9678921871
4,9_4808605_132464,9_4808605, ,"132464",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,10.0553,2117.45,482973,8608294,1,0, ,0, ,0,0,W,2117.43426640693,100553.18443007
5,9_4758605_36465,9_4758605, ,"36465",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.0665,120.02,476908,8606940,1,0, ,0, ,0,0,W,120.019992085388,664.725320268182
6,9_4558590_132723,9_4558590, ,"132723",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,43.3701,4797.31,458250,8592278,1,0, ,0, ,0,0,W,4797.31102702902,433701.073729624
7,9_4558595_132746,9_4558595, ,"132746",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,34.3561,3132.13,458228,8596737,1,0, ,0, ,0,0,W,3132.13277116007,343561.0783352
8,9_4758610_132678,9_4758610, ,"132678",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,13.9251,1639.96,476467,8610054,1,0, ,0, ,0,0,W,1639.95502409686,139250.685669629
9,9_4808635_034798,9_4808635, ,"034798",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,8.5709,1296.91,481173,8635882,1,0, ,0, ,0,0,W,1296.91112691578,85708.604411938
10,9_4558575_132011,9_4558575, ,"132011",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,16.5763,2428.03,459798,8578254,1,0, ,0, ,0,0,W,2428.02752812217,165762.599028857
11,9_4808680_040844,9_4808680, ,"040844",GPS,WGS84,CARTESIANO,"170303",MDD1, ,2016/01/29 00:00:00+00,EQUILLAY,PLN-00000120269,8.4722,1399.01,484354,8684191,1,0, ,0, ,0,0,W,1399.00813796439,84722.2556329508
12,9_4608600_132257,9_4608600, ,"132257",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,35.3961,2656.57,463544,8604734,1,0, ,0, ,0,0,W,2656.57060811308,353961.513209968
13,9_2658615_028324,9_2658615,Una persona vinculada,"028324",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,91.2697,4152.19,267638,8617076,1,0, ,0, ,0,0,W,4152.19232110533,912697.387414901
14,9_4658595_030248,9_4658595, ,"030248",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,87.0947,4236.31,469790,8597751,1,0, ,0, ,0,0,W,4236.30801127002,870946.426470194
15,9_4558595_131845,9_4558595, ,"131845",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,24.4676,2503.03,459637,8597938,1,0, ,0, ,0,0,W,2503.03444298199,244675.954546251
16,9_4558600_131959,9_4558600, ,"131959",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,6.3671,1737.25,459051,8601685,1,0, ,0, ,0,0,W,1737.24671402657,63671.323813636
17,9_4608605_132220,9_4608605, ,"132220",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,3.4477,813.86,462392,8609160,1,0, ,0, ,0,0,W,813.856189120562,34476.9360628304
18,9_4558590_131838,9_4558590, ,"131838",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,80.0548,4789.53,459445,8594519,1,0, ,0, ,0,0,W,4789.53175330453,800548.094943604
19,9_4258580_032105,9_4258580, ,"032105",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,25.6639,3260.32,428672,8580793,1,0, ,0, ,0,0,W,3260.31538308102,256638.77249934
20,9_2608605_028356,9_2608605,"Varias personas vinculadas, ver Sistema SSET","028356",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,71.6707,4547.37,264656,8609294,1,0, ,0, ,0,0,W,4547.36722105483,716707.045948748
21,9_4758605_030170,9_4758605, ,"030170",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.6126,347.98,478879,8609206,1,0, ,0, ,0,0,W,347.981839802955,6126.2432472695
22,9_4608595_131859,9_4608595, ,"131859",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,8.7526,1508.81,461479,8596729,1,0, ,0, ,0,0,W,1508.80689577855,87525.4781386391
23,9_2658610_028333,9_2658610,"Varias personas vinculadas, ver Sistema SSET","028333",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,82.5671,4156.51,266805,8614795,1,0, ,0, ,0,0,W,4156.50856184429,825670.536505309
24,9_4708635_034623,9_4708635, ,"034623",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,62.1672,3149.86,471310,8637039,1,0, ,0, ,0,0,W,3149.85806720285,621671.287475955
25,9_2658615_028328,9_2658615,"Varias personas vinculadas, ver Sistema SSET","028328",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,32.412,2783.18,267454,8616336,1,0, ,0, ,0,0,W,2783.18140030329,324120.410858
26,9_4758605_030904,9_4758605, ,"030904",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.1015,168.16,477135,8607773,1,0, ,0, ,0,0,W,168.155298733065,1014.80694333494
27,9_4758605_030250,9_4758605, ,"030250",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.4012,267.2,479183,8606772,1,0, ,0, ,0,0,W,267.196542748981,4012.42948250222
28,9_2608610_028345,9_2608610_2,"Varias personas vinculadas, ver Sistema SSET","028345",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,3.1136,886.8,264177,8611353,1,0, ,0, ,0,0,W,886.804199932198,31136.0384381341
29,9_4858605_132505,9_4858605, ,"132505",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.053,2052.68,487790,8607431,1,0, ,0, ,0,0,W,2052.6801109431,210530.215651098
30,9_4808605_132479,9_4808605, ,"132479",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,16.4248,1666.55,484643,8607394,1,0, ,0, ,0,0,W,1666.54988851942,164247.677550044
31,9_4658605_132356,9_4658605, ,"132356",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,2.7555,867.17,466022,8605508,1,0, ,0, ,0,0,W,867.165295884674,27554.7353322492
32,9_4858610_132599,9_4858610, ,"132599",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,20.7926,2353.75,489679,8610631,1,0, ,0, ,0,0,W,2353.74478487473,207925.811264192
33,9_4708605_132305,9_4708605, ,"132305",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,19.5039,2327.86,470871,8605320,1,0, ,0, ,0,0,W,2327.85632837729,195039.266592281
34,9_4408595_132854,9_4408595, ,"132854",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,13.8286,1778.58,444063,8595538,1,0, ,0, ,0,0,W,1778.57582119414,138285.834455379
35,9_4858605_132515,9_4858605, ,"132515",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.6882,2178.58,488336,8607401,1,0, ,0, ,0,0,W,2178.58384479933,216881.898359047
36,9_4858610_034741,9_4858610, ,"034741",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,26.4018,2074.8,487820,8613202,1,0, ,0, ,0,0,W,2074.79647149938,264018.253837401
37,9_4758610_132684,9_4758610, ,"132684",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,6.2834,1383.41,475368,8611236,1,0, ,0, ,0,0,W,1383.40569586727,62833.6629281046
38,9_4608605_132246,9_4608605, ,"132246",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.3797,356.64,463532,8607013,1,0, ,0, ,0,0,W,356.639220742599,3796.80500219419
39,9_4658595_030331,9_4658595, ,"030331",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,68.4443,4337.83,466679,8596886,1,0, ,0, ,0,0,W,4337.79470412023,684443.207442918
40,9_4658605_132385,9_4658605, ,"132385",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,2.4211,622.66,468739,8606522,1,0, ,0, ,0,0,W,622.659592787724,24211.2891366954
41,9_4808670_033567,9_4808670, ,"033567",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.3018,508.7,483271,8670173,1,0, ,0, ,0,0,W,508.676378263668,13017.6125830643
42,9_4608605_132265,9_4608605, ,"132265",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,2.0715,651.65,464211,8607701,1,0, ,0, ,0,0,W,651.645712757173,20715.1027263388
43,9_4708610_132658,9_4708610, ,"132658",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.4121,2329.42,474969,8610274,1,0, ,0, ,0,0,W,2329.41886893296,214120.83300176
44,9_4858625_034594,9_4858625, ,"034594",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,28.2252,2479.83,486758,8629832,1,0, ,0, ,0,0,W,2479.82633385072,282251.688996627
45,9_4708635_034498,9_4708635, ,"034498",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.7926,528.17,472112,8639412,1,0, ,0, ,0,0,W,528.166259059053,7925.76831846531
46,9_4658605_200892,9_4658605, ,"200892",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,14.6788,2522.63,469399,8605692,1,0, ,0, ,0,0,W,2522.62602575577,146787.571324626
47,9_4758605_030541,9_4758605, ,"030541",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.0569,97.65,477403,8608852,1,0, ,0, ,0,0,W,97.6500851834085,568.935379547023
48,9_4758605_030906,9_4758605, ,"030906",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.0318,104.34,477202,8607819,1,0, ,0, ,0,0,W,104.344210544778,318.022031590173
49,9_4608595_131862,9_4608595, ,"131862",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,8.4454,1178.21,461678,8596331,1,0, ,0, ,0,0,W,1178.20521277538,84454.3715283358
50,9_4858605_132513,9_4858605, ,"132513",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,6.3934,1384.28,488573,8607793,1,0, ,0, ,0,0,W,1384.28362015932,63934.4486371132
51,9_4658605_132284,9_4658605, ,"132284",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,66.2019,5004.48,465035,8606269,1,0, ,0, ,0,0,W,5004.48212619178,662019.386025299
52,9_4558595_132738,9_4558595, ,"132738",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,26.9413,3413.77,457710,8596699,1,0, ,0, ,0,0,W,3413.76833526861,269412.720812822
53,9_4508595_132896,9_4508595, ,"132896",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,39.3104,3072.52,452976,8595283,1,0, ,0, ,0,0,W,3072.51939914662,393103.810031935
54,9_2658615_028315,9_2658615,Una persona vinculada,"028315",GPS,WGS84,CARTESIANO,"170202",MDD3, ,, , ,23.3251,2061.79,268116,8619478,1,0, ,0, ,0,0,W,2061.79057677663,233251.436473986
55,9_4858620_034218,9_4858620, ,"034218",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,166.1921,8678.46,486637,8620236,1,0, ,0, ,0,0,W,8678.46331210805,1661920.37545358
56,9_4658605_132380,9_4658605, ,"132380",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,10.4164,1847.85,468407,8605210,1,0, ,0, ,0,0,W,1847.84935995993,104163.77389332
57,9_4458590_132832,9_4458590, ,"132832",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,24.1351,3391.04,448591,8593515,1,0, ,0, ,0,0,W,3391.03953903613,241351.006818191
58,9_4208575_032183,9_4208575, ,"032183",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.7682,1899.52,424316,8579829,1,0, ,0, ,0,0,W,1899.5156762302,217681.586721259
59,9_4708605_132661,9_4708605, ,"132661",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,4.2723,852.15,474942,8609703,1,0, ,0, ,0,0,W,852.146435282399,42723.1871162554
60,9_4758595_132764,9_4758595, ,"132764",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,25.4994,2498.04,477625,8598471,1,0, ,0, ,0,0,W,2498.03848853502,254993.822860709
61,9_4458595_132926,9_4458595, ,"132926",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,35.0383,2973.04,448627,8595009,1,0, ,0, ,0,0,W,2973.04390545999,350382.806205361
62,9_4608605_132250,9_4608605, ,"132250",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.7885,566.14,463908,8608011,1,0, ,0, ,0,0,W,566.138904069752,17884.9160195064
63,9_4608590_131975,9_4608590, ,"131975",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,40.7938,3109.71,460083,8593084,1,0, ,0, ,0,0,W,3109.70466701064,407938.026209893
64,9_4658605_132389,9_4658605, ,"132389",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,2.9124,785.47,469037,8606485,1,0, ,0, ,0,0,W,785.472506726284,29124.093606787
65,9_4458590_132828,9_4458590, ,"132828",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,45.1925,3302.84,449019,8592124,1,0, ,0, ,0,0,W,3302.84255283057,451924.965618922
66,9_4758595_132786,9_4758595, ,"132786",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,16.1264,2529.62,475679,8598470,1,0, ,0, ,0,0,W,2529.62258583449,161264.494494083
67,9_4858660_033391,9_4858660, ,"033391",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,56.2886,3379.35,488761,8661390,1,0, ,0, ,0,0,W,3379.35335473239,562885.536665907
68,9_4508600_030919,9_4508600, ,"030919",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,3.9037,1004.46,452797,8600992,1,0, ,0, ,0,0,W,1004.46232461253,39036.8996565844
69,9_4658595_200945,9_4658595, ,"200945",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,52.0939,4323.59,465977,8597074,1,0, ,0, ,0,0,W,4323.58792541027,520938.925791156
70,9_4808615_034351,9_4808615, ,"034351",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,37.3528,2853.48,484196,8617922,1,0, ,0, ,0,0,W,2853.48108528074,373527.748347445
71,9_4208740_046811,9_4208740, ,"046811",GPS,WGS84,CARTESIANO,"170302",MDD1, ,2016/01/29 00:00:00+00,EQUILLAY,PLN-00000120269,5.4327,1191.64,420954,8743349,1,0, ,0, ,0,0,W,1191.63803786655,54326.6454291835
72,9_4858655_034972,9_4858655, ,"034972",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,39.9369,3147.05,486476,8657598,1,0, ,0, ,0,0,W,3147.05181710032,399369.142703974
73,9_4608605_132205,9_4608605, ,"132205",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,8.8272,1319.71,460593,8607285,1,0, ,0, ,0,0,W,1319.71221521959,88272.446303743
74,9_4858645_033975,9_4858645, ,"033975",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,12.2498,1668.09,486397,8646421,1,0, ,0, ,0,0,W,1668.08832333874,122498.230810287
75,9_4758605_132671,9_4758605, ,"132671",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,4.8814,2035.57,475449,8609991,1,0, ,0, ,0,0,W,2035.57148189932,48814.5103486325
76,9_4758595_132766,9_4758595, ,"132766",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,31.3104,2396.36,478092,8599158,1,0, ,0, ,0,0,W,2396.35980270446,313103.510394137
77,9_4258580_032103,9_4258580, ,"032103",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,23.0503,3153.08,428594,8580637,1,0, ,0, ,0,0,W,3153.08017773084,230502.513241838
78,9_4708605_132309,9_4708605, ,"132309",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,11.7222,1857.94,471268,8605388,1,0, ,0, ,0,0,W,1857.93604931519,117221.821074586
79,9_4558590_132725,9_4558590, ,"132725",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,63.4041,3972.18,457271,8594588,1,0, ,0, ,0,0,W,3972.18470185502,634040.629365171
80,9_4858605_200936,9_4858605, ,"200936",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,30.7619,2287.41,486732,8608266,1,0, ,0, ,0,0,W,2287.40563381025,307618.986531697
81,9_4758615_131802,9_4758615, ,"131802",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.4087,485.28,476954,8615284,1,0, ,0, ,0,0,W,485.275941240621,14087.1504890026
82,9_4758605_030902,9_4758605, ,"030902",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.082,142.84,477107,8607781,1,0, ,0, ,0,0,W,142.842758786065,820.341540239314
83,9_4758605_030547,9_4758605, ,"030547",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.0364,79.51,478214,8606431,1,0, ,0, ,0,0,W,79.5074285615584,364.21750952554
84,9_4708605_132319,9_4708605, ,"132319",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,4.799,915.02,472163,8606531,1,0, ,0, ,0,0,W,915.024710152133,47989.9615431355
85,9_4658605_132355,9_4658605, ,"132355",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,4.2909,1260.7,466030,8605862,1,0, ,0, ,0,0,W,1260.70373027197,42908.8429796452
86,9_4858610_034745,9_4858610, ,"034745",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.0706,676.79,489472,8613696,1,0, ,0, ,0,0,W,676.789828687564,10706.199960391
87,9_4608605_132237,9_4608605, ,"132237",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.7693,535.56,462924,8608621,1,0, ,0, ,0,0,W,535.560250479425,7693.2718511801
88,9_4858630_034599,9_4858630, ,"034599",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,58.8024,4173.27,486241,8631208,1,0, ,0, ,0,0,W,4173.269360255,588024.217724826
89,9_4858610_132583,9_4858610, ,"132583",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,32.786,2517.48,488714,8610591,1,0, ,0, ,0,0,W,2517.47966762054,327859.982338269
90,9_4758605_030376,9_4758605, ,"030376",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.0376,86.87,478217,8606462,1,0, ,0, ,0,0,W,86.8669539162106,376.246118803031
91,9_4858610_034742,9_4858610, ,"034742",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.8729,715.72,489206,8613675,1,0, ,0, ,0,0,W,715.721465405622,18729.0040697418
92,9_4858630_034913,9_4858630, ,"034913",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,18.8755,3238.13,489197,8630421,1,0, ,0, ,0,0,W,3238.12818316256,188755.0635434
93,9_4558595_131843,9_4558595, ,"131843",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,3.8667,1199.04,459507,8597066,1,0, ,0, ,0,0,W,1199.0402576499,38667.3960619177
94,9_4558595_132741,9_4558595, ,"132741",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,4.8686,1398.58,457587,8597251,1,0, ,0, ,0,0,W,1398.57850797765,48686.25694087
95,9_4758670_033476,9_4758670, ,"033476",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,25.6589,2085.47,477458,8674061,1,0, ,0, ,0,0,W,2085.47286557226,256588.824155853
96,9_4658605_200891,9_4658605, ,"200891",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,24.8016,3064.94,469220,8605639,1,0, ,0, ,0,0,W,3064.94397933402,248015.646777782
97,9_4658605_132352,9_4658605, ,"132352",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,15.6284,1918.06,466132,8606402,1,0, ,0, ,0,0,W,1918.05847830863,156284.159441425
98,9_4858605_132548,9_4858605, ,"132548",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.4492,330.55,487894,8608960,1,0, ,0, ,0,0,W,330.553013328053,4492.14757388448
99,9_4758605_030522,9_4758605, ,"030522",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,0.1367,196.28,476211,8607419,1,0, ,0, ,0,0,W,196.280742733104,1366.88525833317
100,9_4708600_030604,9_4708600, ,"030604",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.0988,2086.53,470159,8602673,1,0, ,0, ,0,0,W,2086.5308418699,210987.663997388
101,9_4708610_132653,9_4708610, ,"132653",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,22.4588,2562.92,474712,8610437,1,0, ,0, ,0,0,W,2562.91561860452,224587.605933397
102,9_4858610_132565,9_4858610, ,"132565",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,12.1071,1582.22,487122,8610642,1,0, ,0, ,0,0,W,1582.22196688416,121070.483283372
103,9_4608605_132258,9_4608605, ,"132258",GPS,WGS84,CARTESIANO,"170101",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,7.9662,1108.31,463843,8605148,1,0, ,0, ,0,0,W,1108.312332601,79661.6535330259
104,9_4358590_133029,9_4358590, ,"133029",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,3.2532,1163.36,439839,8590648,1,0, ,0, ,0,0,W,1163.357659888,32531.6703816891
105,9_4358585_132440,9_4358585, ,"132440",GPS,WGS84,CARTESIANO,"170104",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,18.8371,1696.86,438362,8589850,1,0, ,0, ,0,0,W,1696.85503520443,188371.43470469
106,9_4858625_034769,9_4858625, ,"034769",GPS,WGS84,CARTESIANO,"170103",MDD2, ,2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,5.6527,1260.86,488966,8628213,1,0, ,0, ,0,0,W,1260.86439317717,56526.8902519836
