OBJECTID,COD_PREDIO,HOJA,OBSERVACIO,NUM_PREDIO,ORIGEN,DATUM,CALCULO,ID_DIST,COD_PROY,COD_PRED_1,FECHA_TRAN,USER_TRANS,ID_PLANO,AREA_HA,PERIMETRO,CENTROID_E,CENTROID_N,ANOMALIA,CODIGO_PRE,COD_UT,ID_OFICINA,ACTIVO,OVERLAP,TIPO_PROCE,PROCEDENCI,Shape_Length,Shape_Area
4784,8_8158595_51566,8_8158595,"Varias personas vinculadas, ver Sistema SSET","51566",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001","100077791",2011/06/30 00:00:00+00,RMAZA, ,29.5807,2762.1,816027,8598817,0,180727,000111UT,11,"1",0,0,W,2758.0952716709,295246.218856824
4785,8_8158600_51582,8_8158600,Una persona vinculada,"51582",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001","100126423",2011/06/30 00:00:00+00,RMAZA, ,91.6935,4747.42,815734,8601512,0,145926,000111UT,11,"1",0,0,W,4750.63324495201,915200.937529181
4786,8_8158600_51599,8_8158600,"Varias personas vinculadas, ver Sistema SSET","51599",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001","100126438",2011/06/30 00:00:00+00,RMAZA, ,481.6142,9694.09,819492,8601807,0,140920,000111UT,11,"1",0,0,W,9681.62553911256,4806732.17025543
4787,8_8208595_51600,8_8208595,"Varias personas vinculadas, ver Sistema SSET","51600",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001","100126439",2011/06/30 00:00:00+00,RMAZA, ,417.5703,11030.25,822150,8599625,0,166787,000111UT,11,"1",0,0,W,11021.9000740813,4167380.85088416
4788,8_8108605_51613,8_8108605,Una persona vinculada,"51613",FOTOGRAMETRICO,WGS84,ESFERICO,"080906","0001","100126446",2011/06/30 00:00:00+00,RMAZA, ,338.5247,10185.11,811893,8605502,0,169533,000111UT,11,"1",0,0,W,10160.9539326376,3379042.39948859
4789,8_8208600_51625,8_8208600,"Varias personas vinculadas, ver Sistema SSET","51625",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001","100083683",2011/06/30 00:00:00+00,RMAZA, ,1517.168,19176.61,822371,8601536,0,235620,000111UT,11,"1",0,0,W,19155.8283255744,15141274.5173874
4790,8_8108615_51628,8_8108615,"Varias personas vinculadas, ver Sistema SSET","51628",FOTOGRAMETRICO,WGS84,ESFERICO,"080906","0001","100126458",2011/06/30 00:00:00+00,RMAZA, ,931.2391,15194.13,812143,8616587,0,201050,000111UT,11,"1",0,0,W,15166.4414235387,9295265.0233766
4791,9_3308565_069358,9_3308565, ,"069358",GPS,WGS84,CARTESIANO,"170204",MDD3,"200028571",2022/05/31 00:00:00+00,ERUIZC,"7921",18.86893,1893.196,333229,8568639,0,3178193, ,21,"1",0,0,W,1893.19596968844,188689.258001726
4792,9_3308565_069361,9_3308565, ,"069361",GPS,WGS84,CARTESIANO,"170204",MDD3,"200028570",2022/05/31 00:00:00+00,ERUIZC,"7921",12.08747,1495.15,333151,8568946,0,3176946, ,21,"1",0,0,W,1495.15016030975,120874.697773621
4793,9_3308565_069360,9_3308565, ,"069360",GPS,WGS84,CARTESIANO,"170204",MDD3,"200028569",2022/05/31 00:00:00+00,ERUIZC,"7921",16.01485,2358.993,333663,8568970,0,3176942, ,21,"1",0,0,W,2358.9926519685,160148.51508714
4794,9_3608575_071666,9_3608575, ,"071666",GPS,WGS84,CARTESIANO,"170102",MDD2,"200026784",2022/07/19 00:00:00+00,ERUIZC,"8153",6.663393,1185.358,360343,8576448,0,372398, ,21,"1",0,0,W,1185.35804137268,66633.9213447342
4795,9_3608575_071598,9_3608575, ,"071598",GPS,WGS84,CARTESIANO,"170102",MDD2,"200026766",2022/07/19 00:00:00+00,ERUIZC,"8153",3.288825,865.9763,361450,8575095,0,374770, ,21,"1",0,0,W,865.976378450745,32888.2587006876
4796,9_3608575_072014,9_3608575, ,"072014",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027520",2022/07/19 00:00:00+00,ERUIZC,"8153",12.50488,1475.869,361831,8577384,0,3506370, ,21,"1",0,0,W,1475.86931056209,125048.804701723
4797,9_3608575_072008,9_3608575, ,"072008",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027514",2022/07/19 00:00:00+00,ERUIZC,"8153",3.339636,1404.178,361749,8577848,0,3519546, ,21,"1",0,0,W,1404.17821993944,33396.3635525187
4798,9_3558575_071820,9_3558575, ,"071820",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027008",2022/07/19 00:00:00+00,ERUIZC,"8153",7.858721,1305.546,359196,8575780,0,3174740, ,21,"1",0,0,W,1305.54569060134,78587.2137129679
4799,9_3608575_071596,9_3608575, ,"071596",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027104",2022/07/19 00:00:00+00,ERUIZC,"8153",0.6342,355.7766,361484,8575288,0,3174781, ,21,"1",0,0,W,355.776746114919,6342.00073286675
4800,9_3608575_072007,9_3608575, ,"072007",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027513",2022/07/19 00:00:00+00,ERUIZC,"8153",0.6636186,953.1727,361711,8577896,0,3169897, ,21,"1",0,0,W,953.172742585349,6636.19781613768
4801,9_3608575_071667,9_3608575, ,"071667",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027011",2022/07/19 00:00:00+00,ERUIZC,"8153",4.907378,972.5143,360211,8575866,0,3176021, ,21,"1",0,0,W,972.51424693843,49073.780675449
4802,9_3608575_071668,9_3608575, ,"071668",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027014",2022/07/19 00:00:00+00,ERUIZC,"8153",11.78258,1671.873,360309,8575689,0,3177287, ,21,"1",0,0,W,1671.87255666256,117825.779776158
4803,9_3608575_071604,9_3608575, ,"071604",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027100",2022/07/19 00:00:00+00,ERUIZC,"8153",14.78826,1595.298,360744,8575441,0,3174777, ,21,"1",0,0,W,1595.29835163956,147882.641716323
4804,9_3608575_072009,9_3608575, ,"072009",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027515",2022/07/19 00:00:00+00,ERUIZC,"8153",8.599635,1444.902,361701,8577717,0,3172432, ,21,"1",0,0,W,1444.90198481233,85996.3458429781
4805,9_3608575_071954,9_3608575, ,"071954",GPS,WGS84,CARTESIANO,"170102",MDD2,"200027730",2022/07/19 00:00:00+00,ERUIZC,"8153",2.205436,765.9911,360961,8576532,0,3168797, ,21,"1",0,0,W,765.991062364696,22054.360220129
4806,9_3558575_071814,9_3558575, ,"071814",GPS,WGS84,CARTESIANO,"170102",MDD2,"200026780",2022/07/19 00:00:00+00,ERUIZC,"8153",13.38527,1898.573,359853,8576282,0,371906, ,21,"1",0,0,W,1898.57318005961,133852.704670563
4807,9_4058585_072896,9_4058585, ,"072896",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029810",2022/08/08 00:00:00+00,JOBREGON,"8341",23.4978,2166.398,406056,8586493,0,3224621, ,21,"1",0,0,W,2166.39783143721,234978.024142268
4808,9_4058585_072897,9_4058585, ,"072897",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029811",2022/08/08 00:00:00+00,JOBREGON,"8341",4.773201,1191.555,405681,8586452,0,3224624, ,21,"1",0,0,W,1191.55451705961,47731.99986026
4809,9_4058585_072907,9_4058585, ,"072907",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029821",2022/08/08 00:00:00+00,JOBREGON,"8341",27.52776,2579.156,405273,8586693,0,3210426, ,21,"1",0,0,W,2579.15629482841,275277.561893192
4810,9_4058585_072976,9_4058585, ,"072976",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029893",2022/08/08 00:00:00+00,JOBREGON,"8341",18.36911,1929.988,406917,8587760,0,3215664, ,21,"1",0,0,W,1929.98743726514,183691.108649933
4811,9_4058585_072981,9_4058585, ,"072981",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029899",2022/08/08 00:00:00+00,JOBREGON,"8341",23.7305,3422.446,407639,8586775,0,3518878, ,21,"1",0,0,W,3422.44655346478,237305.066652062
4812,9_4058585_072988,9_4058585, ,"072988",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029906",2022/08/08 00:00:00+00,JOBREGON,"8341",6.189944,1102.75,407538,8587107,0,3213111, ,21,"1",0,0,W,1102.75018768678,61899.438407132
4813,9_4058585_072991,9_4058585, ,"072991",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029909",2022/08/08 00:00:00+00,JOBREGON,"8341",7.871889,1266.383,408438,8587503,0,3215680, ,21,"1",0,0,W,1266.38261530792,78718.8765912732
4814,9_4058585_072906,9_4058585, ,"072906",GPS,WGS84,CARTESIANO,"170102",MDD2,"200029820",2022/08/08 00:00:00+00,JOBREGON,"8341",1.015994,446.9095,406930,8586906,0,3207878, ,21,"1",0,0,W,446.90948864729,10159.9383335253
4815,9_4808600_031022,9_4808600, ,"031022",GPS,WGS84,CARTESIANO,"170101",MDD2,"200014088",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,2.0517,659.04,481566,8602395,2,0, ,0, ,0,0,W,659.038776650001,20516.5524815437
4816,9_4508575_031057,9_4508575, ,"031057",GPS,WGS84,CARTESIANO,"170101",MDD2,"200014144",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,66.889,3528.26,452662,8578684,2,0, ,0, ,0,0,W,2168.52210455788,291940.397219662
4817,9_4758605_031042,9_4758605, ,"031042",GPS,WGS84,CARTESIANO,"170101",MDD2,"200014933",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,1.6138,612.68,478553,8605212,2,0, ,0, ,0,0,W,2602.74759487713,265554.257580919
4818,9_4208575_031002,9_4208575, ,"031002",GPS,WGS84,CARTESIANO,"170102",MDD2,"200013925",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,31.1183,2603.06,420206,8578694,2,0, ,0, ,0,0,W,1698.63033528674,131159.739931772
4819,9_4558580_031077,9_4558580, ,"031077",GPS,WGS84,CARTESIANO,"170101",MDD2,"200014002",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,27.579,2447.77,455314,8581092,2,0, ,0, ,0,0,W,2869.22562766244,416523.42167974
4820,9_3908585_031074,9_3908585, ,"031074",GPS,WGS84,CARTESIANO,"170102",MDD2,"200014748",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,44.5409,3037.12,392036,8589306,2,0, ,0, ,0,0,W,3037.12072927847,445408.973568468
4821,9_4808600_137383,9_4808600, ,"137383",GPS,WGS84,CARTESIANO,"170101",MDD2,"200018758",2016/04/29 00:00:00+00,EQUILLAY,PLN-00000128129,1.6935,563.58,480507,8603174,2,0, ,0, ,0,0,W,886.492525040134,33099.2221934966
4822,9_4808600_137383,9_4808600, ,"137383",GPS,WGS84,CARTESIANO,"170101",MDD2,"200018758",2016/04/29 00:00:00+00,EQUILLAY,PLN-00000128129,1.6935,563.58,480507,8603174,2,0, ,0, ,0,0,W,563.584626459628,16934.8319851417
4823,9_4858605_137384,9_4858605, ,"137384",GPS,WGS84,CARTESIANO,"170103",MDD2,"200018759",2016/04/28 00:00:00+00,EQUILLAY,PLN-00000128128,8.3095,1285.96,485311,8609200,2,0, ,0, ,0,0,W,2147.696068953,136465.791024958
4824,9_4558575_031080,9_4558575, ,"031080",GPS,WGS84,CARTESIANO,"170101",MDD2,"200014005",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,21.1543,2077.64,455273,8579924,2,0, ,0, ,0,0,W,2649.68843211877,342013.388482218
4825,9_3558575_031048,9_3558575, ,"031048",GPS,WGS84,CARTESIANO,"170102",MDD2,"200014096",2016/02/01 00:00:00+00,EQUILLAY,PLN-00000122565,39.9993,3113.2,357392,8575005,2,0, ,0, ,0,0,W,3113.20210347627,399993.14794515
4826,8_8308580_35229,8_8308580, ,"35229",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001", ,2011/06/30 00:00:00+00,RMAZA, ,1108.6194,22212.59,834856,8583662,2,0, ,0, ,0,0,W,22200.0309429851,11061832.0346002
4827,8_8208590_51529,8_8208590_4, ,"51529",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001", ,2011/06/30 00:00:00+00,RMAZA, ,4.5306,1033.33,821569,8593570,2,0, ,0, ,0,0,W,1032.20036523946,45216.0172201337
4828,8_8258595_51630,8_8258595, ,"51630",FOTOGRAMETRICO,WGS84,ESFERICO,"080408","0001", ,2011/06/30 00:00:00+00,RMAZA, ,925.9249,16775.24,828121,8598695,2,0, ,0, ,0,0,W,16761.3360244752,9239869.07800253
4829,9_2558610_075157,9_2558610, ,"075157",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",1.61579168,739.11962891,259638,8611484,0,3221466,MDD3021,21,"1",0,1,W,739.119859268508,16157.9314480937
4830,9_2558610_075204,9_2558610, ,"075204",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",21.76103973,2688.20532227,259883,8613473,0,3242420,MDD3021,21,"1",0,1,W,2688.20495853692,217610.383609617
4831,9_2558610_075182,9_2558610, ,"075182",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",4.02000093,1015.14813232,258641,8612507,0,3228404,MDD3021,21,"1",0,1,W,1015.14829311968,40200.0197386219
4832,9_2608610_075198,9_2608610, ,"075198",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",0.64317113,426.53005981,260981,8613149,0,3246381,MDD3021,21,"1",0,1,W,426.529973293476,6431.71309103807
4833,9_2608610_075220,9_2608610, ,"075220",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",19.59605598,2121.13989258,262031,8614217,0,3229721,MDD3021,21,"1",0,1,W,2121.1397114638,195960.535476957
4834,9_2608610_075223,9_2608610, ,"075223",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",11.88754272,1652.77197266,262348,8614587,0,3231002,MDD3021,21,"1",0,1,W,1652.77202397175,118875.439568227
4835,9_2558605_075250,9_2558605, ,"075250",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",4.8255477,1021.76434326,259325,8609805,0,3232775,MDD3021,21,"1",0,1,W,1021.7643197003,48255.4692382447
4836,9_2558610_075253,9_2558610, ,"075253",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",53.2972641,3558.31030273,258200,8610551,0,3239191,MDD3021,21,"1",0,1,W,3558.31048585125,532972.597047329
4837,9_2608615_075273,9_2608615, ,"075273",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",6.51133537,1466.92663574,262525,8616014,0,3247068,MDD3021,21,"1",0,1,W,1466.92668568679,65113.3517776323
4838,9_2608615_075262,9_2608615, ,"075262",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",23.48879433,3053.9296875,260905,8615315,0,3230434,MDD3021,21,"1",0,1,W,3053.92984359183,234888.006046845
4839,9_2608615_075274,9_2608615, ,"075274",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",1.7997818,636.15118408,262450,8615932,0,3229132,MDD3021,21,"1",0,1,W,636.151180235636,17997.820708285
4840,9_2608615_075258,9_2608615, ,"075258",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",15.38772678,2299.8034668,262235,8615235,0,3238129,MDD3021,21,"1",0,1,W,2299.80338653156,153877.245930821
4841,9_2608615_075277,9_2608615, ,"075277",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",8.35963249,1474.97216797,263618,8616256,0,3230430,MDD3021,21,"1",0,1,W,1474.97228498066,83596.3295735065
4842,9_2558610_075211,9_2558610, ,"075211",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",28.97468758,2747.01245117,259949,8613729,0,3246254,MDD3021,21,"1",0,1,W,2747.01260736097,289746.90013354
4843,9_2608610_075206,9_2608610, ,"075206",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",0.22889403,240.33686829,260508,8613523,0,3242424,MDD3021,21,"1",0,1,W,240.336708944348,2288.94210027412
4844,9_2608610_075181,9_2608610, ,"075181",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",5.81601667,1521.7668457,260902,8611971,0,3243682,MDD3021,21,"1",0,1,W,1521.76673006436,58160.167585864
4845,9_2608615_075280,9_2608615, ,"075280",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",40.17220688,3449.6496582,261902,8616429,0,3233023,MDD3021,21,"1",0,1,W,3449.64967169751,401722.12622434
4846,9_2608615_075313,9_2608615, ,"075313",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",1.60181761,570.12207031,262570,8616191,0,3664559,MDD3021,21,"1",0,1,W,570.122035587935,16018.1705856721
4847,9_2608615_075283,9_2608615, ,"075283",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",0.12341665,297.26577759,262843,8616433,0,3233028,MDD3021,21,"1",0,1,W,297.265833445516,1234.1695794476
4848,9_2608610_075400,9_2608610, ,"075400",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",0.69111413,542.54730225,261792,8613898,0,3665803,MDD3021,21,"1",0,1,W,542.547251850733,6911.14115535704
4849,9_2608610_075397,9_2608610, ,"075397",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/03/07 00:00:00+00,JOBREGON,"11689",4.63490582,942.64343262,261083,8614490,0,3665323,MDD3021,21,"1",0,1,W,942.643265757242,46349.0398594953
4850,9_2558600_075690,9_2558600, ,"075690",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/22 00:00:00+00,JOBREGON,"12075",0.28783226,298.74801636,259710,8603038,0,3696156,MDD3015,21,"1",0,1,W,298.74819811621,2878.32312747958
4851,9_2608605_055389,9_2608605, ,"055389",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/22 00:00:00+00,JOBREGON,"12075",28.07971001,2138.7668457,260175,8605732,0,3083608,MDD3015,21,"1",0,1,W,2138.76673438115,280797.082273242
4852,9_2608605_075497,9_2608605, ,"075497",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/22 00:00:00+00,JOBREGON,"12075",65.49243927,3550.26245117,263300,8606398,0,3700130,MDD3015,21,"1",0,1,W,3550.26246819192,654924.35228806
4853,9_2558600_075784,9_2558600, ,"075784",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/22 00:00:00+00,JOBREGON,"12075",0.14867006,273.66003418,259412,8603069,0,3704217,MDD3015,21,"1",0,1,W,273.659761564061,1486.70026436751
4854,9_2608600_075693,9_2608600, ,"075693",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/22 00:00:00+00,JOBREGON,"12075",38.82308197,3240.76147461,261181,8603055,0,3696079,MDD3015,21,"1",0,1,W,3240.76141253749,388230.800551867
4855,9_2408595_075672,9_2408595, ,"075672",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/04/24 00:00:00+00,JOBREGON,"12153",0.13203613,271.99261475,242198,8598791,0,3694812,MDD3007,21,"1",0,1,W,271.99270584935,1320.36039206258
4856,9_2508605_075810,9_2508605, ,"075810",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",12.01630783,2843.71459961,254584,8605848,0,3707850,MDD3031,21,"1",0,1,W,2843.71499912274,120163.077429125
4857,9_2558605_075816,9_2558605, ,"075816",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",0.02087064,90.61560059,255013,8605614,0,3708439,MDD3031,21,"1",0,1,W,90.6158696349246,208.708312611272
4858,9_2508605_075686,9_2508605, ,"075686",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",0.41004109,446.90997314,254052,8606848,0,3703423,MDD3031,21,"1",0,1,W,446.910076178033,4100.41222179808
4859,9_2508605_075337,9_2508605, ,"075337",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",1.45200408,798.62072754,254214,8606377,0,3664313,MDD3031,21,"1",0,1,W,798.620662115045,14520.0379008886
4860,9_2508605_075338,9_2508605, ,"075338",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",49.02231216,3132.4855957,254787,8606370,0,3664328,MDD3031,21,"1",0,1,W,3132.48546207746,490223.11075308
4861,9_2558605_075817,9_2558605, ,"075817",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/05/21 00:00:00+00,JOBREGON,"12489",2.60355401,1109.81298828,255049,8605817,0,3708452,MDD3031,21,"1",0,1,W,1109.81300151376,26035.542217659
4862,9_2408580_075886,9_2408580, ,"075886", ,WGS84,CARTESIANO,"170201",MDD3, ,2024/06/03 00:00:00+00,JOBREGON,"12610",0.05543351,104.64559174,244330,8580463,0,3743651,MDD3010,21,"1",0,1,W,104.645729791474,554.337596272012
4863,9_2408590_075829,9_2408590, ,"075829",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12634",2.06163883,923.1907959,240509,8594683,0,3743297,MDD3007,21,"1",0,1,W,923.190845746518,20616.3822475127
4864,9_2658615_075868,9_2658615, ,"075868", ,WGS84,CARTESIANO,"170202",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12613",5.87404346,1414.57434082,265296,8615330,0,3742966,MDD3027,21,"1",0,1,W,1414.57430584877,58740.4245353873
4865,9_3008640_075834,9_3008640, ,"075834",TOPOGRAFICO,WGS84,CARTESIANO,"170202",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12621",12.73733902,1834.47631836,303942,8643159,0,3743480,MDD3024,21,"1",0,1,W,1834.4763613323,127373.386282567
4866,9_2458575_075790,9_2458575, ,"075790",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12626",4.84276342,1575.44885254,245534,8578560,0,3744170,MDD3029,21,"1",0,1,W,1575.44854262193,48427.6359542137
4867,9_2458585_075088,9_2458585, ,"075088",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12866",3.27606916,938.88250732,245628,8588590,0,3224399,MDD3008,21,"1",0,1,W,938.882375637647,32760.7024818495
4868,9_2458595_075368,9_2458595, ,"075368",TOPOGRAFICO,WGS84,CARTESIANO,"170201",MDD3, ,2024/06/04 00:00:00+00,JOBREGON,"12866",29.11691284,3041.05004883,246180,8598998,0,3665184,MDD3008,21,"1",0,1,W,3041.04976980198,291169.142646786
4869,9_4258745_056572,9_4258745, ,"056572",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/06/18 00:00:00+00,JOBREGON,"12965",24.19294357,2477.05224609,425223,8745438,0,3207622,MDD1025,21,"1",0,1,W,2477.05218397542,241929.430491708
4870,9_4208740_056558,9_4208740, ,"056558",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/06/18 00:00:00+00,JOBREGON,"12965",12.70400906,2134.58056641,424558,8743324,0,3227965,MDD1025,21,"1",0,1,W,2134.58041377458,127040.123904058
4871,9_4208740_056564,9_4208740, ,"056564",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/06/18 00:00:00+00,JOBREGON,"12965",25.77438164,3952.7668457,424378,8742849,0,3188587,MDD1025,21,"1",0,1,W,3952.76693217765,257743.790318262
4872,9_4308740_056571,9_4308740, ,"056571",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/06/18 00:00:00+00,JOBREGON,"12965",38.14802551,2733.35424805,431789,8742799,0,3193580,MDD1025,21,"1",0,1,W,2733.35405985259,381480.26776925
4873,9_4858685_056632,9_4858685, ,"056632",TOPOGRAFICO,WGS84,CARTESIANO,"170303",MDD1, ,2024/06/18 00:00:00+00,JOBREGON,"13064",11.92341614,2253.4987793,486019,8688419,0,3624206,MDD1030,21,"1",0,1,W,2253.49867771835,119234.150144552
4874,9_4458730_057030,9_4458730, ,"057030",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/10 00:00:00+00,JOBREGON,"13421",0.4571496,338.95071411,447334,8733256,0,3176881,MDD1033,21,"1",0,1,W,338.95061837151,4571.50014256946
4875,9_4308740_057240,9_4308740, ,"057240",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/10 00:00:00+00,JOBREGON,"13425",7.3880806,1151.5435791,432676,8743458,0,3675768,MDD1014,21,"1",0,1,W,1151.54353832412,73880.8019903531
4876,9_4458750_056710,9_4458750, ,"056710",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/10 00:00:00+00,JOBREGON,"13426",68.07633209,3356.61108398,445461,8751534,0,3220219,MDD1040,21,"1",0,1,W,3356.61105322541,680763.332313995
4877,9_4408740_057090,9_4408740, ,"057090",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/10 00:00:00+00,JOBREGON,"13427",19.44644928,1984.81115723,443627,8744219,0,3239812,MDD1032,21,"1",0,1,W,1984.81115704328,194464.473835627
4878,9_4258745_075069,9_4258745, ,"075069",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/30 00:00:00+00,JOBREGON,"13429",10.82222271,2061.23364258,429094,8747766,0,3193534,MDD1025,21,"1",0,1,W,2061.23356736844,108222.216018038
4879,9_4258745_075068,9_4258745, ,"075068",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/30 00:00:00+00,JOBREGON,"13429",15.24139118,2688.16796875,429670,8748518,0,3193533,MDD1025,21,"1",0,1,W,2688.16795273978,152413.861040585
4880,9_4208740_056606,9_4208740, ,"056606",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/30 00:00:00+00,JOBREGON,"13429",23.38522339,3576.65283203,421531,8744649,0,3226689,MDD1025,21,"1",0,1,W,3576.65274137256,233852.274564522
4881,9_4258740_056638,9_4258740, ,"056638",TOPOGRAFICO,WGS84,CARTESIANO,"170302",MDD1, ,2024/07/30 00:00:00+00,JOBREGON,"13429",9.78344345,1791.02783203,426551,8743324,0,3210989,MDD1025,21,"1",0,1,W,1791.02790158202,97834.4251516916
